tweet_id,company,tweet_text,sentiment
3860,Meta,Impressed with Meta's latest product release.,positive
3861,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
3862,Apple,"I used Apple today. It's okay, nothing special.",neutral
3863,Google,The new Google update is amazing! Loving the features.,positive
3864,Amazon,Fast and reliable – Amazon never disappoints!,positive
3865,Apple,The new Apple update is amazing! Loving the features.,positive
3866,Meta,"Not good, not bad. Meta is just average.",neutral
3867,Apple,Great customer service from Apple. Totally satisfied!,positive
3868,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
3869,Google,Why is Google so slow lately? Very frustrating.,negative
3870,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
3871,Apple,"Not good, not bad. Apple is just average.",neutral
3872,Meta,The new Meta update is amazing! Loving the features.,positive
3873,Apple,Fast and reliable – Apple never disappoints!,positive
3874,Amazon,Fast and reliable – Amazon never disappoints!,positive
3875,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
3876,Google,Great customer service from Google. Totally satisfied!,positive
3877,Microsoft,Microsoft keeps crashing. Super annoying.,negative
3878,Amazon,"Not good, not bad. Amazon is just average.",neutral
3879,Google,Tried out Google. Mixed feelings about it.,neutral
3880,Apple,Apple keeps crashing. Super annoying.,negative
3881,Apple,The new Apple update is amazing! Loving the features.,positive
3882,Amazon,Really disappointed with Amazon. Not what I expected.,negative
3883,Meta,Really disappointed with Meta. Not what I expected.,negative
3884,Amazon,The new Amazon update is amazing! Loving the features.,positive
3885,Meta,Great customer service from Meta. Totally satisfied!,positive
3886,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
3887,Meta,Impressed with Meta's latest product release.,positive
3888,Google,"Not good, not bad. Google is just average.",neutral
3889,Meta,Why is Meta so slow lately? Very frustrating.,negative
3890,Apple,Terrible experience with Apple customer support.,negative
3891,Amazon,Really disappointed with Amazon. Not what I expected.,negative
3892,Apple,Great customer service from Apple. Totally satisfied!,positive
3893,Amazon,Impressed with Amazon's latest product release.,positive
3894,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
3895,Apple,Fast and reliable – Apple never disappoints!,positive
3896,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
3897,Google,Google's performance is top-notch. Kudos to the team!,positive
3898,Google,Impressed with Google's latest product release.,positive
3899,Amazon,Terrible experience with Amazon customer support.,negative
3900,Microsoft,Terrible experience with Microsoft customer support.,negative
3901,Meta,"Not good, not bad. Meta is just average.",neutral
3902,Google,"Google works fine, just the usual stuff.",neutral
3903,Microsoft,Microsoft update broke everything. Please fix it!,negative
3904,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
3905,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
3906,Google,Really disappointed with Google. Not what I expected.,negative
3907,Meta,Tried out Meta. Mixed feelings about it.,neutral
3908,Meta,"Meta works fine, just the usual stuff.",neutral
3909,Apple,Apple's performance is top-notch. Kudos to the team!,positive
3910,Apple,The new Apple update is amazing! Loving the features.,positive
3911,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
3912,Google,The new Google update is amazing! Loving the features.,positive
3913,Amazon,Amazon keeps crashing. Super annoying.,negative
3914,Amazon,Amazon keeps crashing. Super annoying.,negative
3915,Meta,Meta keeps crashing. Super annoying.,negative
3916,Google,The new Google update is amazing! Loving the features.,positive
3917,Google,Great customer service from Google. Totally satisfied!,positive
3918,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
3919,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
3920,Apple,Still exploring Apple. Too early to judge.,neutral
3921,Apple,Apple update broke everything. Please fix it!,negative
3922,Google,Great customer service from Google. Totally satisfied!,positive
3923,Amazon,The new Amazon update is amazing! Loving the features.,positive
3924,Google,The new Google update is amazing! Loving the features.,positive
3925,Meta,Meta keeps crashing. Super annoying.,negative
3926,Google,Google keeps crashing. Super annoying.,negative
3927,Meta,"Not good, not bad. Meta is just average.",neutral
3928,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
3929,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
3930,Amazon,Great customer service from Amazon. Totally satisfied!,positive
3931,Apple,"I used Apple today. It's okay, nothing special.",neutral
3932,Meta,Fast and reliable – Meta never disappoints!,positive
3933,Google,Impressed with Google's latest product release.,positive
3934,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
3935,Meta,"Not good, not bad. Meta is just average.",neutral
3936,Meta,"Not good, not bad. Meta is just average.",neutral
3937,Google,Google keeps crashing. Super annoying.,negative
3938,Amazon,Fast and reliable – Amazon never disappoints!,positive
3939,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
3940,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
3941,Google,Google keeps crashing. Super annoying.,negative
3942,Meta,"I used Meta today. It's okay, nothing special.",neutral
3943,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
3944,Microsoft,Microsoft keeps crashing. Super annoying.,negative
3945,Apple,Terrible experience with Apple customer support.,negative
3946,Google,Really disappointed with Google. Not what I expected.,negative
3947,Apple,Apple's performance is top-notch. Kudos to the team!,positive
3948,Meta,Really disappointed with Meta. Not what I expected.,negative
3949,Google,Google keeps crashing. Super annoying.,negative
3950,Meta,The new Meta update is amazing! Loving the features.,positive
3951,Google,"I used Google today. It's okay, nothing special.",neutral
3952,Amazon,Fast and reliable – Amazon never disappoints!,positive
3953,Google,"I used Google today. It's okay, nothing special.",neutral
3954,Google,Really disappointed with Google. Not what I expected.,negative
3955,Meta,"I used Meta today. It's okay, nothing special.",neutral
3956,Meta,Really disappointed with Meta. Not what I expected.,negative
3957,Apple,Really disappointed with Apple. Not what I expected.,negative
3958,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
3959,Amazon,Amazon update broke everything. Please fix it!,negative
3960,Google,Terrible experience with Google customer support.,negative
3961,Amazon,The new Amazon update is amazing! Loving the features.,positive
3962,Amazon,Amazon update broke everything. Please fix it!,negative
3963,Apple,"Apple works fine, just the usual stuff.",neutral
3964,Apple,Tried out Apple. Mixed feelings about it.,neutral
3965,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
3966,Amazon,Great customer service from Amazon. Totally satisfied!,positive
3967,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
3968,Google,Great customer service from Google. Totally satisfied!,positive
3969,Google,Still exploring Google. Too early to judge.,neutral
3970,Meta,Still exploring Meta. Too early to judge.,neutral
3971,Amazon,Amazon keeps crashing. Super annoying.,negative
3972,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
3973,Meta,Really disappointed with Meta. Not what I expected.,negative
3974,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
3975,Meta,"I used Meta today. It's okay, nothing special.",neutral
3976,Google,Tried out Google. Mixed feelings about it.,neutral
3977,Apple,Great customer service from Apple. Totally satisfied!,positive
3978,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
3979,Microsoft,Impressed with Microsoft's latest product release.,positive
3980,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
3981,Google,Google's performance is top-notch. Kudos to the team!,positive
3982,Meta,Why is Meta so slow lately? Very frustrating.,negative
3983,Apple,Great customer service from Apple. Totally satisfied!,positive
3984,Microsoft,Terrible experience with Microsoft customer support.,negative
3985,Amazon,Amazon keeps crashing. Super annoying.,negative
3986,Apple,Tried out Apple. Mixed feelings about it.,neutral
3987,Apple,Why is Apple so slow lately? Very frustrating.,negative
3988,Microsoft,Microsoft update broke everything. Please fix it!,negative
3989,Google,Why is Google so slow lately? Very frustrating.,negative
3990,Meta,"Not good, not bad. Meta is just average.",neutral
3991,Amazon,Impressed with Amazon's latest product release.,positive
3992,Meta,Why is Meta so slow lately? Very frustrating.,negative
3993,Apple,"I used Apple today. It's okay, nothing special.",neutral
3994,Google,Still exploring Google. Too early to judge.,neutral
3995,Apple,The new Apple update is amazing! Loving the features.,positive
3996,Amazon,Amazon keeps crashing. Super annoying.,negative
3997,Meta,Really disappointed with Meta. Not what I expected.,negative
3998,Google,Terrible experience with Google customer support.,negative
3999,Apple,Terrible experience with Apple customer support.,negative
4000,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
4001,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
4002,Google,"I used Google today. It's okay, nothing special.",neutral
4003,Microsoft,Microsoft keeps crashing. Super annoying.,negative
4004,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
4005,Amazon,Amazon update broke everything. Please fix it!,negative
4006,Microsoft,Impressed with Microsoft's latest product release.,positive
4007,Apple,Terrible experience with Apple customer support.,negative
4008,Apple,"Apple works fine, just the usual stuff.",neutral
4009,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
4010,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
4011,Meta,Really disappointed with Meta. Not what I expected.,negative
4012,Amazon,Terrible experience with Amazon customer support.,negative
4013,Google,Great customer service from Google. Totally satisfied!,positive
4014,Apple,Tried out Apple. Mixed feelings about it.,neutral
4015,Amazon,Amazon keeps crashing. Super annoying.,negative
4016,Apple,The new Apple update is amazing! Loving the features.,positive
4017,Amazon,Really disappointed with Amazon. Not what I expected.,negative
4018,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
4019,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
4020,Amazon,The new Amazon update is amazing! Loving the features.,positive
4021,Apple,Why is Apple so slow lately? Very frustrating.,negative
4022,Amazon,Great customer service from Amazon. Totally satisfied!,positive
4023,Amazon,Terrible experience with Amazon customer support.,negative
4024,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
4025,Microsoft,Microsoft update broke everything. Please fix it!,negative
4026,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
4027,Meta,The new Meta update is amazing! Loving the features.,positive
4028,Meta,"Meta works fine, just the usual stuff.",neutral
4029,Amazon,"Not good, not bad. Amazon is just average.",neutral
4030,Apple,Impressed with Apple's latest product release.,positive
4031,Google,Why is Google so slow lately? Very frustrating.,negative
4032,Apple,Tried out Apple. Mixed feelings about it.,neutral
4033,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
4034,Microsoft,Impressed with Microsoft's latest product release.,positive
4035,Meta,The new Meta update is amazing! Loving the features.,positive
4036,Google,"Google works fine, just the usual stuff.",neutral
4037,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
4038,Google,Tried out Google. Mixed feelings about it.,neutral
4039,Google,Google keeps crashing. Super annoying.,negative
4040,Google,Still exploring Google. Too early to judge.,neutral
4041,Apple,Why is Apple so slow lately? Very frustrating.,negative
4042,Apple,Why is Apple so slow lately? Very frustrating.,negative
4043,Meta,Impressed with Meta's latest product release.,positive
4044,Microsoft,Terrible experience with Microsoft customer support.,negative
4045,Amazon,Amazon update broke everything. Please fix it!,negative
4046,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
4047,Apple,Impressed with Apple's latest product release.,positive
4048,Microsoft,Microsoft keeps crashing. Super annoying.,negative
4049,Meta,"Meta works fine, just the usual stuff.",neutral
4050,Meta,Terrible experience with Meta customer support.,negative
4051,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
4052,Amazon,Still exploring Amazon. Too early to judge.,neutral
4053,Apple,The new Apple update is amazing! Loving the features.,positive
4054,Apple,"I used Apple today. It's okay, nothing special.",neutral
4055,Meta,Really disappointed with Meta. Not what I expected.,negative
4056,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
4057,Meta,Impressed with Meta's latest product release.,positive
4058,Meta,"I used Meta today. It's okay, nothing special.",neutral
4059,Amazon,Amazon keeps crashing. Super annoying.,negative
4060,Google,Google update broke everything. Please fix it!,negative
4061,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
4062,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
4063,Microsoft,Terrible experience with Microsoft customer support.,negative
4064,Apple,Apple keeps crashing. Super annoying.,negative
4065,Meta,Why is Meta so slow lately? Very frustrating.,negative
4066,Amazon,Terrible experience with Amazon customer support.,negative
4067,Google,Impressed with Google's latest product release.,positive
4068,Apple,The new Apple update is amazing! Loving the features.,positive
4069,Google,Google update broke everything. Please fix it!,negative
4070,Meta,Why is Meta so slow lately? Very frustrating.,negative
4071,Google,Tried out Google. Mixed feelings about it.,neutral
4072,Google,Tried out Google. Mixed feelings about it.,neutral
4073,Google,Tried out Google. Mixed feelings about it.,neutral
4074,Apple,Tried out Apple. Mixed feelings about it.,neutral
4075,Google,Tried out Google. Mixed feelings about it.,neutral
4076,Google,Why is Google so slow lately? Very frustrating.,negative
4077,Meta,Impressed with Meta's latest product release.,positive
4078,Google,Great customer service from Google. Totally satisfied!,positive
4079,Meta,Fast and reliable – Meta never disappoints!,positive
4080,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
4081,Meta,Meta's performance is top-notch. Kudos to the team!,positive
4082,Google,The new Google update is amazing! Loving the features.,positive
4083,Apple,Really disappointed with Apple. Not what I expected.,negative
4084,Meta,The new Meta update is amazing! Loving the features.,positive
4085,Meta,Still exploring Meta. Too early to judge.,neutral
4086,Apple,Tried out Apple. Mixed feelings about it.,neutral
4087,Apple,"Apple works fine, just the usual stuff.",neutral
4088,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
4089,Google,Great customer service from Google. Totally satisfied!,positive
4090,Amazon,Fast and reliable – Amazon never disappoints!,positive
4091,Google,Tried out Google. Mixed feelings about it.,neutral
4092,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
4093,Amazon,Great customer service from Amazon. Totally satisfied!,positive
4094,Apple,Still exploring Apple. Too early to judge.,neutral
4095,Apple,Impressed with Apple's latest product release.,positive
4096,Meta,The new Meta update is amazing! Loving the features.,positive
4097,Google,Why is Google so slow lately? Very frustrating.,negative
4098,Google,The new Google update is amazing! Loving the features.,positive
4099,Microsoft,Microsoft keeps crashing. Super annoying.,negative
4100,Microsoft,Impressed with Microsoft's latest product release.,positive
4101,Apple,Really disappointed with Apple. Not what I expected.,negative
4102,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
4103,Google,Tried out Google. Mixed feelings about it.,neutral
4104,Microsoft,Terrible experience with Microsoft customer support.,negative
4105,Google,Google's performance is top-notch. Kudos to the team!,positive
4106,Apple,Fast and reliable – Apple never disappoints!,positive
4107,Meta,The new Meta update is amazing! Loving the features.,positive
4108,Amazon,Terrible experience with Amazon customer support.,negative
4109,Meta,Still exploring Meta. Too early to judge.,neutral
4110,Apple,Fast and reliable – Apple never disappoints!,positive
4111,Amazon,Great customer service from Amazon. Totally satisfied!,positive
4112,Meta,Fast and reliable – Meta never disappoints!,positive
4113,Apple,Still exploring Apple. Too early to judge.,neutral
4114,Google,Google's performance is top-notch. Kudos to the team!,positive
4115,Apple,The new Apple update is amazing! Loving the features.,positive
4116,Amazon,Great customer service from Amazon. Totally satisfied!,positive
4117,Apple,"Apple works fine, just the usual stuff.",neutral
4118,Amazon,Terrible experience with Amazon customer support.,negative
4119,Google,Google's performance is top-notch. Kudos to the team!,positive
4120,Meta,"Not good, not bad. Meta is just average.",neutral
4121,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
4122,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
4123,Google,Google keeps crashing. Super annoying.,negative
4124,Google,"Not good, not bad. Google is just average.",neutral
4125,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
4126,Meta,Meta keeps crashing. Super annoying.,negative
4127,Google,Tried out Google. Mixed feelings about it.,neutral
4128,Microsoft,Terrible experience with Microsoft customer support.,negative
4129,Meta,"Not good, not bad. Meta is just average.",neutral
4130,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
4131,Meta,Terrible experience with Meta customer support.,negative
4132,Google,"Not good, not bad. Google is just average.",neutral
4133,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
4134,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
4135,Meta,Meta update broke everything. Please fix it!,negative
4136,Microsoft,Microsoft update broke everything. Please fix it!,negative
4137,Meta,Terrible experience with Meta customer support.,negative
4138,Apple,Great customer service from Apple. Totally satisfied!,positive
4139,Amazon,Amazon keeps crashing. Super annoying.,negative
4140,Amazon,The new Amazon update is amazing! Loving the features.,positive
4141,Google,"Not good, not bad. Google is just average.",neutral
4142,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
4143,Apple,Apple's performance is top-notch. Kudos to the team!,positive
4144,Apple,"Not good, not bad. Apple is just average.",neutral
4145,Google,Google update broke everything. Please fix it!,negative
4146,Amazon,Fast and reliable – Amazon never disappoints!,positive
4147,Apple,Why is Apple so slow lately? Very frustrating.,negative
4148,Meta,Fast and reliable – Meta never disappoints!,positive
4149,Google,Fast and reliable – Google never disappoints!,positive
4150,Amazon,Still exploring Amazon. Too early to judge.,neutral
4151,Apple,Tried out Apple. Mixed feelings about it.,neutral
4152,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
4153,Google,The new Google update is amazing! Loving the features.,positive
4154,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
4155,Amazon,Really disappointed with Amazon. Not what I expected.,negative
4156,Apple,Apple keeps crashing. Super annoying.,negative
4157,Meta,Meta update broke everything. Please fix it!,negative
4158,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
4159,Apple,Really disappointed with Apple. Not what I expected.,negative
4160,Meta,Impressed with Meta's latest product release.,positive
4161,Amazon,Impressed with Amazon's latest product release.,positive
4162,Apple,Still exploring Apple. Too early to judge.,neutral
4163,Apple,Really disappointed with Apple. Not what I expected.,negative
4164,Apple,Really disappointed with Apple. Not what I expected.,negative
4165,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
4166,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
4167,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
4168,Amazon,Amazon update broke everything. Please fix it!,negative
4169,Apple,Why is Apple so slow lately? Very frustrating.,negative
4170,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
4171,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
4172,Apple,The new Apple update is amazing! Loving the features.,positive
4173,Apple,The new Apple update is amazing! Loving the features.,positive
4174,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
4175,Google,The new Google update is amazing! Loving the features.,positive
4176,Google,"Not good, not bad. Google is just average.",neutral
4177,Meta,The new Meta update is amazing! Loving the features.,positive
4178,Amazon,The new Amazon update is amazing! Loving the features.,positive
4179,Apple,Really disappointed with Apple. Not what I expected.,negative
4180,Amazon,Amazon update broke everything. Please fix it!,negative
4181,Microsoft,Microsoft keeps crashing. Super annoying.,negative
4182,Google,Tried out Google. Mixed feelings about it.,neutral
4183,Apple,Apple's performance is top-notch. Kudos to the team!,positive
4184,Google,Tried out Google. Mixed feelings about it.,neutral
4185,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
4186,Meta,"Meta works fine, just the usual stuff.",neutral
4187,Meta,Terrible experience with Meta customer support.,negative
4188,Amazon,Terrible experience with Amazon customer support.,negative
4189,Google,Google's performance is top-notch. Kudos to the team!,positive
4190,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
4191,Amazon,"Amazon works fine, just the usual stuff.",neutral
4192,Google,"I used Google today. It's okay, nothing special.",neutral
4193,Apple,Really disappointed with Apple. Not what I expected.,negative
4194,Google,Great customer service from Google. Totally satisfied!,positive
4195,Microsoft,Microsoft keeps crashing. Super annoying.,negative
4196,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
4197,Google,Still exploring Google. Too early to judge.,neutral
4198,Meta,Why is Meta so slow lately? Very frustrating.,negative
4199,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
4200,Meta,Great customer service from Meta. Totally satisfied!,positive
4201,Google,Terrible experience with Google customer support.,negative
4202,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
4203,Google,Google keeps crashing. Super annoying.,negative
4204,Apple,Terrible experience with Apple customer support.,negative
4205,Google,"Not good, not bad. Google is just average.",neutral
4206,Meta,"I used Meta today. It's okay, nothing special.",neutral
4207,Google,Really disappointed with Google. Not what I expected.,negative
4208,Apple,The new Apple update is amazing! Loving the features.,positive
4209,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
4210,Apple,Apple update broke everything. Please fix it!,negative
4211,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
4212,Apple,"I used Apple today. It's okay, nothing special.",neutral
4213,Amazon,Amazon keeps crashing. Super annoying.,negative
4214,Google,Google update broke everything. Please fix it!,negative
4215,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
4216,Apple,Why is Apple so slow lately? Very frustrating.,negative
4217,Amazon,The new Amazon update is amazing! Loving the features.,positive
4218,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
4219,Google,Google keeps crashing. Super annoying.,negative
4220,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
4221,Amazon,Still exploring Amazon. Too early to judge.,neutral
4222,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
4223,Apple,"I used Apple today. It's okay, nothing special.",neutral
4224,Google,Great customer service from Google. Totally satisfied!,positive
4225,Apple,The new Apple update is amazing! Loving the features.,positive
4226,Meta,Meta keeps crashing. Super annoying.,negative
4227,Apple,"I used Apple today. It's okay, nothing special.",neutral
4228,Amazon,Fast and reliable – Amazon never disappoints!,positive
4229,Microsoft,Terrible experience with Microsoft customer support.,negative
4230,Apple,Apple's performance is top-notch. Kudos to the team!,positive
4231,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
4232,Google,Why is Google so slow lately? Very frustrating.,negative
4233,Meta,Really disappointed with Meta. Not what I expected.,negative
4234,Apple,Fast and reliable – Apple never disappoints!,positive
4235,Meta,Why is Meta so slow lately? Very frustrating.,negative
4236,Google,Google's performance is top-notch. Kudos to the team!,positive
4237,Apple,Great customer service from Apple. Totally satisfied!,positive
4238,Amazon,Amazon keeps crashing. Super annoying.,negative
4239,Apple,Tried out Apple. Mixed feelings about it.,neutral
4240,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
4241,Google,Really disappointed with Google. Not what I expected.,negative
4242,Google,"I used Google today. It's okay, nothing special.",neutral
4243,Meta,Terrible experience with Meta customer support.,negative
4244,Meta,Impressed with Meta's latest product release.,positive
4245,Google,Really disappointed with Google. Not what I expected.,negative
4246,Apple,Fast and reliable – Apple never disappoints!,positive
4247,Amazon,Fast and reliable – Amazon never disappoints!,positive
4248,Meta,Great customer service from Meta. Totally satisfied!,positive
4249,Apple,Apple's performance is top-notch. Kudos to the team!,positive
4250,Amazon,Terrible experience with Amazon customer support.,negative
4251,Amazon,"Not good, not bad. Amazon is just average.",neutral
4252,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
4253,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
4254,Amazon,"Not good, not bad. Amazon is just average.",neutral
4255,Meta,Still exploring Meta. Too early to judge.,neutral
4256,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
4257,Meta,"I used Meta today. It's okay, nothing special.",neutral
4258,Google,Google keeps crashing. Super annoying.,negative
4259,Google,Terrible experience with Google customer support.,negative
4260,Apple,Fast and reliable – Apple never disappoints!,positive
4261,Microsoft,Microsoft keeps crashing. Super annoying.,negative
4262,Apple,Impressed with Apple's latest product release.,positive
4263,Apple,Apple update broke everything. Please fix it!,negative
4264,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
4265,Amazon,"Not good, not bad. Amazon is just average.",neutral
4266,Amazon,Amazon update broke everything. Please fix it!,negative
4267,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
4268,Google,Fast and reliable – Google never disappoints!,positive
4269,Meta,"Not good, not bad. Meta is just average.",neutral
4270,Meta,Impressed with Meta's latest product release.,positive
4271,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
4272,Amazon,The new Amazon update is amazing! Loving the features.,positive
4273,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
4274,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
4275,Meta,Meta update broke everything. Please fix it!,negative
4276,Meta,"Meta works fine, just the usual stuff.",neutral
4277,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
4278,Apple,Really disappointed with Apple. Not what I expected.,negative
4279,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
4280,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
4281,Apple,Why is Apple so slow lately? Very frustrating.,negative
4282,Apple,Why is Apple so slow lately? Very frustrating.,negative
4283,Apple,Apple's performance is top-notch. Kudos to the team!,positive
4284,Google,Why is Google so slow lately? Very frustrating.,negative
4285,Meta,Still exploring Meta. Too early to judge.,neutral
4286,Google,Google's performance is top-notch. Kudos to the team!,positive
4287,Google,"Google works fine, just the usual stuff.",neutral
4288,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
4289,Amazon,The new Amazon update is amazing! Loving the features.,positive
4290,Microsoft,Microsoft keeps crashing. Super annoying.,negative
4291,Microsoft,Terrible experience with Microsoft customer support.,negative
4292,Apple,Why is Apple so slow lately? Very frustrating.,negative
4293,Meta,Meta keeps crashing. Super annoying.,negative
4294,Meta,Why is Meta so slow lately? Very frustrating.,negative
4295,Meta,Great customer service from Meta. Totally satisfied!,positive
4296,Amazon,Impressed with Amazon's latest product release.,positive
4297,Meta,Meta's performance is top-notch. Kudos to the team!,positive
4298,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
4299,Meta,Tried out Meta. Mixed feelings about it.,neutral
4300,Meta,Impressed with Meta's latest product release.,positive
4301,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
4302,Meta,Why is Meta so slow lately? Very frustrating.,negative
4303,Meta,"Not good, not bad. Meta is just average.",neutral
4304,Microsoft,Terrible experience with Microsoft customer support.,negative
4305,Microsoft,Terrible experience with Microsoft customer support.,negative
4306,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
4307,Apple,Really disappointed with Apple. Not what I expected.,negative
4308,Google,"Not good, not bad. Google is just average.",neutral
4309,Google,Still exploring Google. Too early to judge.,neutral
4310,Amazon,Fast and reliable – Amazon never disappoints!,positive
4311,Meta,"Not good, not bad. Meta is just average.",neutral
4312,Apple,Apple keeps crashing. Super annoying.,negative
4313,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
4314,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
4315,Apple,The new Apple update is amazing! Loving the features.,positive
4316,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
4317,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
4318,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
4319,Amazon,The new Amazon update is amazing! Loving the features.,positive
4320,Meta,Still exploring Meta. Too early to judge.,neutral
4321,Apple,"Apple works fine, just the usual stuff.",neutral
4322,Meta,Fast and reliable – Meta never disappoints!,positive
4323,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
4324,Google,Why is Google so slow lately? Very frustrating.,negative
4325,Apple,Apple update broke everything. Please fix it!,negative
4326,Google,The new Google update is amazing! Loving the features.,positive
4327,Apple,Fast and reliable – Apple never disappoints!,positive
4328,Apple,"I used Apple today. It's okay, nothing special.",neutral
4329,Google,The new Google update is amazing! Loving the features.,positive
4330,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
4331,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
4332,Apple,Terrible experience with Apple customer support.,negative
4333,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
4334,Meta,Meta update broke everything. Please fix it!,negative
4335,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
4336,Apple,Apple keeps crashing. Super annoying.,negative
4337,Apple,Great customer service from Apple. Totally satisfied!,positive
4338,Google,Fast and reliable – Google never disappoints!,positive
4339,Meta,Impressed with Meta's latest product release.,positive
